"index","ID","LIMIT_BAL","SEX","EDUCATION","MARRIAGE","AGE","default payment next month"
"24297","24298","30000","Male","University","Married","40","Yes"
"24298","24299","40000","Male","University","Married","37","No"
"24299","24300","200000","Male","University","Single","29","No"
"24300","24301","200000","Male","University","Single","30","No"
"24301","24302","110000","Male","Graduate school","Single","29","No"
"24302","24303","100000","Male","Graduate school","Single","31","Yes"
"24303","24304","20000","Male","University","Married","34","Yes"
"24304","24305","120000","Male","High school","Married","46","No"
"24305","24306","280000","Male","University","Married","37","No"
"24306","24307","280000","Male","University","Single","30","No"
"24307","24308","300000","Male","University","Single","42","No"
"24308","24309","420000","Male","Graduate school","Married","43","No"
"24309","24310","80000","Male","Graduate school","Married","41","No"
"24310","24311","360000","Male","Graduate school","Married","49","Yes"
"24311","24312","260000","Male","unknown","Married","37","No"
"24312","24313","260000","Male","University","Married","32","No"
"24313","24314","110000","Male","University","Single","32","No"
"24314","24315","400000","Male","University","Married","32","No"
"24315","24316","20000","Male","High school","Married","32","Yes"
"24316","24317","170000","Male","Graduate school","Married","35","No"
"24317","24318","70000","Male","High school","Married","35","No"
"24318","24319","210000","Male","Graduate school","Married","39","No"
"24319","24320","10000","Male","University","Married","38","Yes"
"24320","24321","780000","Male","Graduate school","Married","48","No"
"24321","24322","420000","Male","Graduate school","Single","35","No"
"24322","24323","280000","Male","High school","Married","44","No"
"24323","24324","50000","Male","High school","Single","46","No"
"24324","24325","50000","Male","High school","Married","49","Yes"
"24325","24326","60000","Male","University","Single","33","No"
"24326","24327","20000","Male","University","Single","33","No"
"24327","24328","170000","Male","University","Married","35","Yes"
"24328","24329","330000","Male","University","Married","48","No"
"24329","24330","30000","Male","Graduate school","Married","37","Yes"
"24330","24331","350000","Male","Graduate school","Married","42","Yes"
"24331","24332","290000","Male","University","Married","49","No"
"24332","24333","50000","Male","University","Married","49","Yes"
"24333","24334","20000","Male","High school","Single","45","No"
"24334","24335","30000","Male","University","Married","38","Yes"
"24335","24336","50000","Male","University","others","37","No"
"24336","24337","70000","Male","High school","Single","39","No"
"24337","24338","310000","Male","Graduate school","Married","33","No"
"24338","24339","220000","Male","University","Married","48","No"
"24339","24340","360000","Male","High school","Single","34","No"
"24340","24341","140000","Male","Graduate school","Married","38","No"
"24341","24342","200000","Male","University","Married","38","Yes"
"24342","24343","20000","Male","University","Married","42","Yes"
"24343","24344","290000","Male","University","Married","36","No"
"24344","24345","300000","Male","University","Married","36","No"
"24345","24346","200000","Male","University","Married","45","Yes"
"24346","24347","150000","Male","Graduate school","Single","32","No"
"24347","24348","240000","Male","University","Single","39","No"
"24348","24349","450000","Male","University","Single","32","No"
"24349","24350","20000","Male","University","Single","32","No"
"24350","24351","50000","Male","High school","Married","45","Yes"
"24351","24352","190000","Male","University","Married","33","Yes"
"24352","24353","390000","Male","Graduate school","Married","41","No"
"24353","24354","90000","Male","Graduate school","Single","36","No"
"24354","24355","120000","Male","University","Married","39","No"
"24355","24356","210000","Male","Graduate school","Single","33","No"
"24356","24357","500000","Male","University","Married","41","No"
"24357","24358","320000","Male","Graduate school","Married","40","No"
"24358","24359","210000","Male","Graduate school","Single","39","No"
"24359","24360","90000","Male","University","Single","38","Yes"
"24360","24361","100000","Male","University","Single","34","No"
"24361","24362","360000","Male","University","Married","37","No"
"24362","24363","40000","Male","University","others","37","No"
"24363","24364","80000","Male","Graduate school","Married","41","No"
"24364","24365","300000","Male","Graduate school","Single","34","No"
"24365","24366","130000","Male","High school","Married","43","No"
"24366","24367","480000","Male","Graduate school","Married","41","No"
"24367","24368","320000","Male","University","Married","39","No"
"24368","24369","330000","Male","High school","Married","37","No"
"24369","24370","70000","Female","Graduate school","Single","38","No"
"24370","24371","240000","Male","University","Single","46","Yes"
"24371","24372","210000","Male","High school","Single","32","No"
"24372","24373","50000","Male","University","Married","47","No"
"24373","24374","50000","Male","Graduate school","Married","39","No"
"24374","24375","30000","Male","University","Married","38","No"
"24375","24376","310000","Male","University","Married","38","No"
"24376","24377","230000","Male","unknown","Single","40","No"
"24377","24378","170000","Male","University","Married","39","No"
"24378","24379","180000","Male","University","Married","39","No"
"24379","24380","330000","Male","Graduate school","Married","49","No"
"24380","24381","170000","Male","Graduate school","Married","34","No"
"24381","24382","160000","Male","Graduate school","Single","33","No"
"24382","24383","50000","Male","University","Single","32","Yes"
"24383","24384","60000","Male","University","Single","33","No"
"24384","24385","500000","Male","High school","Married","49","No"
"24385","24386","230000","Male","Graduate school","Married","44","No"
"24386","24387","180000","Male","Graduate school","Married","38","No"
"24387","24388","320000","Male","Graduate school","Married","40","No"
"24388","24389","490000","Male","Graduate school","Married","39","No"
"24389","24390","210000","Male","unknown","Married","43","No"
"24390","24391","50000","Male","University","Married","33","Yes"
"24391","24392","160000","Male","High school","Married","33","No"
"24392","24393","80000","Male","unknown","Married","41","Yes"
"24393","24394","220000","Male","Graduate school","Married","49","No"
"24394","24395","20000","Male","University","Married","46","Yes"
"24395","24396","200000","Male","Graduate school","Married","49","No"
"24396","24397","300000","Male","High school","Married","31","Yes"
"24397","24398","20000","Male","High school","Married","36","Yes"
"24398","24399","180000","Male","Graduate school","Single","32","No"
"24399","24400","200000","Male","High school","Single","33","No"
"24400","24401","140000","Male","University","Married","38","Yes"
"24401","24402","150000","Male","Graduate school","Single","36","No"
"24402","24403","160000","Male","others","Married","40","No"
"24403","24404","160000","Male","University","Single","32","No"
"24404","24405","200000","Male","Graduate school","Married","34","No"
"24405","24406","20000","Male","High school","Single","49","Yes"
"24406","24407","260000","Male","University","Single","32","No"
"24407","24408","260000","Male","University","Single","32","Yes"
"24408","24409","620000","Male","University","Married","42","No"
"24409","24410","50000","Male","Graduate school","Married","37","Yes"
"24410","24411","20000","Male","University","Married","32","No"
"24411","24412","190000","Male","University","Single","32","No"
"24412","24413","30000","Male","University","Married","38","Yes"
"24413","24414","160000","Male","High school","Married","38","No"
"24414","24415","360000","Male","University","Married","40","No"
"24415","24416","20000","Male","University","Single","44","No"
"24416","24417","150000","Male","High school","Single","42","No"
"24417","24418","400000","Male","Graduate school","Married","38","No"
"24418","24419","80000","Male","High school","Married","43","No"
"24419","24420","260000","Male","Graduate school","Married","34","No"
"24420","24421","500000","Male","University","Married","38","No"
"24421","24422","240000","Male","University","Married","34","No"
"24422","24423","50000","Male","University","Married","37","No"
"24423","24424","10000","Male","University","Married","36","No"
"24424","24425","50000","Male","Graduate school","Married","47","No"
"24425","24426","150000","Male","University","Married","41","No"
"24426","24427","150000","Male","Graduate school","Married","40","No"
"24427","24428","130000","Male","High school","Single","30","No"
"24428","24429","120000","Male","University","Single","37","No"
"24429","24430","50000","Male","High school","Single","39","Yes"
"24430","24431","160000","Male","Graduate school","Married","41","No"
"24431","24432","70000","Male","University","Single","39","Yes"
"24432","24433","380000","Male","Graduate school","Single","40","No"
"24433","24434","280000","Male","Graduate school","Single","47","No"
"24434","24435","50000","Male","High school","Married","39","Yes"
"24435","24436","30000","Male","University","Married","35","Yes"
"24436","24437","260000","Male","Graduate school","Single","37","No"
"24437","24438","210000","Male","University","Single","35","No"
"24438","24439","320000","Male","Graduate school","Single","32","No"
"24439","24440","480000","Male","Graduate school","Married","41","No"
"24440","24441","80000","Male","Graduate school","Married","42","No"
"24441","24442","100000","Male","University","Single","43","No"
"24442","24443","70000","Male","Graduate school","Single","31","No"
"24443","24444","300000","Male","Graduate school","unknown","37","No"
"24444","24445","150000","Male","Graduate school","Single","48","No"
"24445","24446","140000","Male","Graduate school","others","41","Yes"
"24446","24447","360000","Male","Graduate school","Married","39","No"
"24447","24448","500000","Male","High school","Married","47","No"
"24448","24449","320000","Male","University","Single","36","Yes"
"24449","24450","190000","Male","Graduate school","Married","44","No"
"24450","24451","50000","Male","High school","Married","49","Yes"
"24451","24452","50000","Male","University","Single","38","Yes"
"24452","24453","290000","Male","Graduate school","Single","31","No"
"24453","24454","110000","Male","unknown","Married","36","No"
"24454","24455","210000","Male","University","Single","31","No"
"24455","24456","20000","Male","High school","Single","32","Yes"
"24456","24457","90000","Male","High school","Married","35","No"
"24457","24458","120000","Male","University","Single","36","No"
"24458","24459","20000","Male","University","Married","46","Yes"
"24459","24460","270000","Male","University","Single","31","No"
"24460","24461","190000","Male","University","Single","41","No"
"24461","24462","200000","Male","High school","Single","33","No"
"24462","24463","340000","Male","University","Married","35","No"
"24463","24464","310000","Male","Graduate school","Single","33","No"
"24464","24465","180000","Male","High school","Married","30","No"
"24465","24466","80000","Male","University","Single","32","Yes"
"24466","24467","510000","Male","High school","Single","31","Yes"
"24467","24468","200000","Male","Graduate school","Married","44","No"
"24468","24469","100000","Male","Graduate school","Single","36","No"
"24469","24470","150000","Male","University","Single","35","Yes"
"24470","24471","400000","Male","University","Married","35","No"
"24471","24472","130000","Male","University","Married","44","Yes"
"24472","24473","420000","Male","University","Married","35","No"
"24473","24474","340000","Male","Graduate school","Single","49","No"
"24474","24475","200000","Male","Graduate school","Married","36","No"
"24475","24476","420000","Male","University","Married","32","No"
"24476","24477","50000","Male","Graduate school","Single","34","No"
"24477","24478","280000","Male","Graduate school","Single","31","No"
"24478","24479","280000","Male","Graduate school","Single","31","Yes"
"24479","24480","60000","Male","High school","Married","46","No"
"24480","24481","360000","Male","Graduate school","Married","33","No"
"24481","24482","220000","Male","University","Single","31","Yes"
"24482","24483","20000","Male","University","Single","38","No"
"24483","24484","160000","Male","Graduate school","Married","41","Yes"
"24484","24485","20000","Male","High school","Single","48","No"
"24485","24486","180000","Male","University","Married","33","No"
"24486","24487","500000","Male","Graduate school","Single","33","No"
"24487","24488","20000","Male","University","Married","34","Yes"
"24488","24489","20000","Male","University","Single","34","No"
"24489","24490","250000","Male","High school","Single","45","No"
"24490","24491","320000","Male","University","Married","38","No"
"24491","24492","470000","Male","University","Single","32","No"
"24492","24493","180000","Male","High school","Single","39","No"
"24493","24494","170000","Male","University","Single","32","No"
"24494","24495","20000","Male","High school","Married","45","No"
"24495","24496","280000","Male","University","Married","48","No"
"24496","24497","290000","Male","University","Married","36","No"
"24497","24498","60000","Male","Graduate school","Single","36","Yes"
"24498","24499","130000","Male","Graduate school","Single","27","No"
"24499","24500","100000","Male","High school","Married","42","No"
"24500","24501","60000","Male","Graduate school","Single","36","No"
"24501","24502","100000","Male","University","Single","32","No"
"24502","24503","50000","Male","Graduate school","Single","34","No"
"24503","24504","550000","Male","Graduate school","Married","44","No"
"24504","24505","100000","Male","University","Married","46","Yes"
"24505","24506","280000","Male","University","Married","38","No"
"24506","24507","30000","Male","University","Single","32","No"
"24507","24508","230000","Male","Graduate school","Single","45","No"
"24508","24509","80000","Male","University","Married","44","No"
"24509","24510","80000","Male","Graduate school","Single","33","No"
"24510","24511","50000","Male","University","Single","31","No"
"24511","24512","50000","Male","University","Married","46","No"
"24512","24513","280000","Male","Graduate school","Single","36","No"
"24513","24514","290000","Male","Graduate school","Married","40","No"
"24514","24515","50000","Male","High school","Single","47","No"
"24515","24516","140000","Male","University","Single","41","No"
"24516","24517","80000","Male","University","Married","43","No"
"24517","24518","280000","Male","Graduate school","Single","32","No"
"24518","24519","20000","Male","High school","Single","46","No"
"24519","24520","470000","Male","University","Married","40","No"
"24520","24521","350000","Male","University","Single","33","No"
"24521","24522","170000","Male","University","Married","34","No"
"24522","24523","200000","Male","Graduate school","Married","31","No"
"24523","24524","360000","Male","High school","Married","35","No"
"24524","24525","140000","Male","University","Single","41","Yes"
"24525","24526","240000","Male","University","Married","41","Yes"
"24526","24527","500000","Male","Graduate school","Married","32","No"
"24527","24528","190000","Male","Graduate school","Single","34","Yes"
"24528","24529","200000","Male","University","Married","32","No"
"24529","24530","210000","Male","Graduate school","Single","41","Yes"
"24530","24531","30000","Male","Graduate school","Single","36","No"
"24531","24532","50000","Male","University","Married","36","Yes"
"24532","24533","360000","Male","Graduate school","Married","47","No"
"24533","24534","280000","Male","University","Married","43","No"
"24534","24535","360000","Male","Graduate school","Married","38","Yes"
"24535","24536","50000","Male","University","Single","39","No"
"24536","24537","270000","Male","High school","Married","47","No"
"24537","24538","20000","Male","University","Married","37","No"
"24538","24539","200000","Male","University","Married","37","No"
"24539","24540","320000","Male","University","Married","39","No"
"24540","24541","230000","Male","University","Married","37","No"
"24541","24542","350000","Male","High school","Married","35","No"
"24542","24543","220000","Male","Graduate school","Single","33","Yes"
"24543","24544","50000","Male","University","Married","35","No"
"24544","24545","20000","Male","High school","Single","48","Yes"
"24545","24546","390000","Male","Graduate school","Single","32","No"
"24546","24547","120000","Male","University","Married","39","No"
"24547","24548","490000","Male","Graduate school","Married","41","No"
"24548","24549","190000","Male","University","Single","37","No"
"24549","24550","150000","Male","unknown","Married","40","No"
"24550","24551","150000","Male","unknown","Married","42","No"
"24551","24552","270000","Male","Graduate school","Married","37","Yes"
"24552","24553","150000","Male","University","Married","34","No"
"24553","24554","600000","Male","Graduate school","Married","36","No"
"24554","24555","240000","Male","Graduate school","Single","30","No"
"24555","24556","100000","Male","Graduate school","Married","31","No"
"24556","24557","260000","Male","Graduate school","Single","31","Yes"
"24557","24558","80000","Male","High school","Married","42","No"
"24558","24559","20000","Male","High school","Single","46","Yes"
"24559","24560","260000","Male","University","Married","42","No"
"24560","24561","370000","Male","Graduate school","Married","41","No"
"24561","24562","70000","Male","University","Single","31","No"
"24562","24563","270000","Male","High school","Single","31","No"
"24563","24564","250000","Male","University","Single","44","No"
"24564","24565","70000","Male","High school","Single","39","No"
"24565","24566","160000","Male","University","Married","42","No"
"24566","24567","300000","Male","Graduate school","Single","35","No"
"24567","24568","280000","Male","High school","Married","39","No"
"24568","24569","210000","Male","Graduate school","Married","34","No"
"24569","24570","200000","Male","Graduate school","Single","33","No"
"24570","24571","50000","Male","Graduate school","Single","31","Yes"
"24571","24572","60000","Male","University","Married","45","No"
"24572","24573","50000","Male","University","Single","36","No"
"24573","24574","50000","Male","University","Married","35","Yes"
"24574","24575","140000","Male","University","Married","39","No"
"24575","24576","150000","Male","Graduate school","Married","31","No"
"24576","24577","230000","Male","Graduate school","Single","33","No"
"24577","24578","310000","Male","Graduate school","Married","40","No"
"24578","24579","500000","Male","Graduate school","Married","47","No"
"24579","24580","170000","Male","Graduate school","Single","36","No"
"24580","24581","230000","Male","Graduate school","Married","41","Yes"
"24581","24582","50000","Male","University","Single","47","No"
"24582","24583","170000","Male","University","Married","33","No"
"24583","24584","340000","Male","University","Married","34","Yes"
"24584","24585","220000","Male","University","Single","35","No"
"24585","24586","60000","Male","University","Married","45","No"
"24586","24587","200000","Male","Graduate school","Single","33","No"
"24587","24588","350000","Male","University","Single","34","No"
"24588","24589","60000","Male","University","Single","42","No"
"24589","24590","100000","Male","University","Single","28","No"
"24590","24591","70000","Male","Graduate school","Single","32","Yes"
"24591","24592","360000","Male","Graduate school","Married","35","No"
"24592","24593","100000","Male","University","Married","29","Yes"
"24593","24594","290000","Male","Graduate school","Single","47","No"
"24594","24595","380000","Male","University","Married","47","Yes"
"24595","24596","380000","Male","Graduate school","Single","33","No"
"24596","24597","60000","Male","University","Married","45","Yes"
"24597","24598","320000","Male","High school","Single","28","No"
"24598","24599","80000","Male","University","Married","45","Yes"
"24599","24600","280000","Male","Graduate school","Married","37","No"
"24600","24601","110000","Male","University","Married","38","Yes"
"24601","24602","310000","Male","University","Single","46","Yes"
"24602","24603","230000","Male","Graduate school","Single","28","No"
"24603","24604","200000","Male","High school","Single","28","Yes"
"24604","24605","70000","Male","University","Single","29","No"
"24605","24606","210000","Male","University","Married","35","No"
"24606","24607","290000","Male","High school","Married","41","No"
"24607","24608","460000","Male","Graduate school","Married","37","No"
"24608","24609","360000","Male","Graduate school","Married","39","No"
"24609","24610","200000","Male","Graduate school","Single","32","No"
"24610","24611","230000","Male","Graduate school","Married","37","No"
"24611","24612","80000","Male","University","Single","32","No"
"24612","24613","80000","Male","High school","Married","36","No"
"24613","24614","150000","Male","Graduate school","Single","33","No"
"24614","24615","290000","Male","University","Married","36","No"
"24615","24616","90000","Male","High school","Married","31","No"
"24616","24617","360000","Male","University","Married","40","Yes"
"24617","24618","190000","Male","Graduate school","Single","36","Yes"
"24618","24619","20000","Male","University","Married","41","No"
"24619","24620","150000","Male","High school","Married","47","No"
"24620","24621","50000","Male","University","Married","32","No"
"24621","24622","310000","Male","Graduate school","Single","38","No"
"24622","24623","260000","Male","Graduate school","Married","38","No"
"24623","24624","190000","Male","University","Married","42","No"
"24624","24625","30000","Male","Graduate school","Single","31","Yes"
"24625","24626","280000","Male","Graduate school","Single","32","No"
"24626","24627","60000","Male","University","Single","40","Yes"
"24627","24628","20000","Male","University","Single","32","No"
"24628","24629","140000","Male","University","Single","29","No"
"24629","24630","80000","Male","Graduate school","Married","47","Yes"
"24630","24631","200000","Male","High school","Married","43","No"
"24631","24632","170000","Male","Graduate school","Married","42","No"
"24632","24633","210000","Male","University","Single","48","No"
"24633","24634","500000","Male","University","Married","46","No"
"24634","24635","60000","Male","University","Single","36","No"
"24635","24636","410000","Male","Graduate school","Single","32","Yes"
"24636","24637","220000","Male","University","Married","35","Yes"
"24637","24638","420000","Male","University","Single","30","No"
"24638","24639","250000","Male","University","Single","28","No"
"24639","24640","80000","Male","Graduate school","Single","26","No"
"24640","24641","80000","Male","University","Single","27","No"
"24641","24642","20000","Male","Graduate school","Single","28","No"
"24642","24643","300000","Male","University","Single","30","No"
"24643","24644","50000","Male","Graduate school","Single","44","Yes"
"24644","24645","360000","Male","High school","Married","46","No"
"24645","24646","140000","Male","Graduate school","Married","36","No"
"24646","24647","70000","Male","University","Married","31","Yes"
"24647","24648","70000","Male","University","Single","34","No"
"24648","24649","430000","Male","Graduate school","Married","39","No"
"24649","24650","170000","Male","University","Married","39","No"
"24650","24651","210000","Male","University","Married","44","No"
"24651","24652","150000","Male","Graduate school","Married","36","No"
"24652","24653","260000","Male","University","Married","42","No"
"24653","24654","500000","Male","University","Married","40","No"
"24654","24655","160000","Male","Graduate school","Married","39","No"
"24655","24656","210000","Male","University","Married","45","Yes"
"24656","24657","230000","Male","University","Married","33","No"
"24657","24658","180000","Male","University","Married","43","No"
"24658","24659","20000","Male","University","Single","37","No"
"24659","24660","310000","Male","Graduate school","Married","41","No"
"24660","24661","180000","Male","Graduate school","Single","39","No"
"24661","24662","80000","Male","Graduate school","Married","46","No"
"24662","24663","230000","Male","Graduate school","Married","47","No"
"24663","24664","210000","Male","University","Single","41","Yes"
"24664","24665","90000","Male","University","Married","37","Yes"
"24665","24666","30000","Male","Graduate school","Married","45","No"
"24666","24667","430000","Male","Graduate school","Married","34","No"
"24667","24668","200000","Male","Graduate school","Married","41","No"
"24668","24669","220000","Male","Graduate school","Single","34","Yes"
"24669","24670","480000","Male","Graduate school","Married","37","No"
"24670","24671","360000","Male","University","Married","36","No"
"24671","24672","390000","Male","University","Married","34","No"
"24672","24673","20000","Male","University","Single","43","Yes"
"24673","24674","200000","Male","High school","Married","37","No"
"24674","24675","30000","Male","University","Single","35","Yes"
"24675","24676","410000","Male","Graduate school","Married","40","No"
"24676","24677","40000","Male","Graduate school","Married","47","No"
"24677","24678","50000","Female","High school","Married","47","Yes"
"24678","24679","230000","Female","Graduate school","Single","28","No"
"24679","24680","130000","Female","Graduate school","Single","33","Yes"
"24680","24681","100000","Female","University","Married","33","No"
"24681","24682","400000","Male","Graduate school","Single","34","No"
"24682","24683","330000","Male","Graduate school","Single","42","No"
"24683","24684","590000","Male","Graduate school","Married","41","No"
"24684","24685","50000","Male","Graduate school","Single","34","Yes"
"24685","24686","140000","Male","University","Single","36","Yes"
"24686","24687","730000","Male","University","Married","37","No"
"24687","24688","110000","Male","University","Single","34","Yes"
"24688","24689","500000","Male","High school","Married","46","No"
"24689","24690","200000","Male","High school","Single","40","No"
"24690","24691","180000","Male","High school","Single","41","No"
"24691","24692","70000","Male","University","Married","45","No"
"24692","24693","170000","Male","Graduate school","Married","45","No"
"24693","24694","420000","Male","University","Single","44","No"
"24694","24695","60000","Male","University","Married","29","No"
"24695","24696","280000","Male","University","Married","31","No"
"24696","24697","30000","Male","University","Single","40","No"
"24697","24698","90000","Male","Graduate school","Married","38","Yes"
"24698","24699","200000","Male","Graduate school","Married","36","No"
"24699","24700","220000","Male","High school","Single","33","No"
"24700","24701","280000","Male","University","Single","47","No"
"24701","24702","280000","Male","Graduate school","Single","38","No"
"24702","24703","430000","Male","Graduate school","Single","40","No"
"24703","24704","180000","Male","Graduate school","Married","37","No"
"24704","24705","50000","Male","Graduate school","Married","49","Yes"
"24705","24706","500000","Male","Graduate school","Married","46","No"
"24706","24707","50000","Male","High school","Single","35","No"
"24707","24708","200000","Male","Graduate school","Married","43","No"
"24708","24709","100000","Male","Graduate school","Married","42","No"
"24709","24710","60000","Male","University","Married","31","No"
"24710","24711","30000","Male","High school","Single","33","Yes"
"24711","24712","180000","Male","High school","Married","41","No"
"24712","24713","20000","Male","University","Married","40","Yes"
"24713","24714","350000","Male","University","Married","39","No"
"24714","24715","20000","Male","University","Single","43","No"
"24715","24716","100000","Male","University","Married","38","No"
"24716","24717","20000","Male","University","Married","43","Yes"
"24717","24718","30000","Male","High school","Single","29","No"
"24718","24719","30000","Male","University","Single","31","No"
"24719","24720","180000","Male","unknown","Married","40","No"
"24720","24721","300000","Male","University","Single","29","No"
"24721","24722","360000","Male","University","unknown","38","No"
"24722","24723","210000","Male","Graduate school","Single","36","No"
"24723","24724","30000","Male","Graduate school","Married","35","Yes"
"24724","24725","150000","Male","University","Married","31","No"
"24725","24726","150000","Male","University","Single","31","No"
"24726","24727","150000","Male","High school","Single","42","Yes"
"24727","24728","470000","Male","Graduate school","Married","40","No"
"24728","24729","200000","Male","University","Married","38","No"
"24729","24730","80000","Male","High school","Married","49","No"
"24730","24731","250000","Male","Graduate school","Married","37","No"
"24731","24732","500000","Male","Graduate school","Single","30","No"
"24732","24733","200000","Male","Graduate school","Married","36","No"
"24733","24734","90000","Male","Graduate school","Married","34","No"
"24734","24735","400000","Male","Graduate school","Married","47","No"
"24735","24736","180000","Male","University","Single","38","No"
"24736","24737","160000","Male","University","Married","47","No"
"24737","24738","130000","Male","University","Married","38","No"
"24738","24739","60000","Male","University","Married","45","No"
"24739","24740","240000","Male","University","Married","39","No"
"24740","24741","160000","Male","University","Married","33","Yes"
"24741","24742","50000","Male","University","Married","43","No"
"24742","24743","280000","Male","Graduate school","Single","34","No"
"24743","24744","30000","Male","University","Married","40","No"
"24744","24745","130000","Male","University","Married","46","No"
"24745","24746","160000","Male","Graduate school","Married","43","No"
"24746","24747","420000","Male","others","Single","36","No"
"24747","24748","210000","Male","University","Married","37","Yes"
"24748","24749","70000","Male","Graduate school","Married","39","No"
"24749","24750","50000","Male","University","Single","44","No"
"24750","24751","50000","Male","High school","Married","38","Yes"
"24751","24752","330000","Male","Graduate school","Married","38","No"
"24752","24753","70000","Male","University","Single","40","Yes"
"24753","24754","170000","Male","University","Single","36","No"
"24754","24755","50000","Male","University","others","41","Yes"
"24755","24756","250000","Male","Graduate school","Married","39","No"
"24756","24757","200000","Male","High school","Married","49","No"
"24757","24758","460000","Male","University","Married","37","No"
"24758","24759","100000","Male","High school","Married","40","No"
"24759","24760","220000","Male","Graduate school","Single","35","Yes"
"24760","24761","30000","Male","University","Single","35","Yes"
"24761","24762","80000","Male","University","Single","34","No"
"24762","24763","320000","Male","University","Married","34","No"
"24763","24764","110000","Male","unknown","Married","36","No"
"24764","24765","20000","Male","University","Single","35","No"
"24765","24766","50000","Male","University","Married","44","Yes"
"24766","24767","430000","Male","University","Married","38","No"
"24767","24768","80000","Male","University","Married","39","Yes"
"24768","24769","40000","Male","Graduate school","Single","35","Yes"
"24769","24770","150000","Male","University","Married","42","No"
"24770","24771","330000","Male","others","Married","33","No"
"24771","24772","20000","Male","University","Single","40","No"
"24772","24773","20000","Male","University","Single","45","No"
"24773","24774","500000","Male","Graduate school","Married","40","No"
"24774","24775","200000","Male","Graduate school","Single","42","Yes"
"24775","24776","20000","Male","University","Single","46","No"
"24776","24777","210000","Male","Graduate school","Married","44","No"
"24777","24778","500000","Male","University","Married","41","No"
"24778","24779","300000","Male","Graduate school","Single","42","No"
"24779","24780","110000","Male","University","Married","35","No"
"24780","24781","500000","Male","Graduate school","Married","39","No"
"24781","24782","120000","Male","Graduate school","Married","44","Yes"
"24782","24783","360000","Male","University","Married","44","No"
"24783","24784","350000","Male","High school","Single","36","No"
"24784","24785","80000","Male","Graduate school","Single","35","Yes"
"24785","24786","320000","Male","Graduate school","Married","46","No"
"24786","24787","230000","Male","Graduate school","Married","38","No"
"24787","24788","110000","Male","University","Married","44","No"
"24788","24789","60000","Male","University","Married","32","No"
"24789","24790","20000","Male","Graduate school","Single","34","No"
"24790","24791","320000","Male","University","Married","35","No"
"24791","24792","90000","Male","Graduate school","Married","41","No"
"24792","24793","200000","Male","University","Married","49","No"
"24793","24794","240000","Male","Graduate school","Single","46","Yes"
"24794","24795","240000","Male","Graduate school","Married","43","Yes"
"24795","24796","120000","Male","University","Married","48","No"
"24796","24797","70000","Male","High school","Married","46","No"
"24797","24798","20000","Male","University","Married","33","No"
"24798","24799","140000","Male","University","Married","35","No"
"24799","24800","240000","Male","High school","Married","41","No"
"24800","24801","50000","Male","High school","Single","44","No"
"24801","24802","100000","Male","University","Single","26","No"
"24802","24803","140000","Male","University","Single","26","No"
"24803","24804","260000","Male","University","Married","31","No"
"24804","24805","230000","Male","Graduate school","Single","35","No"
"24805","24806","20000","Male","High school","Single","36","No"
"24806","24807","110000","Male","University","Single","38","No"
"24807","24808","460000","Male","Graduate school","Married","40","No"
"24808","24809","120000","Male","University","Single","36","No"
"24809","24810","60000","Male","University","Married","31","Yes"
"24810","24811","50000","Male","High school","Married","31","Yes"
"24811","24812","50000","Male","High school","Single","41","No"
"24812","24813","30000","Male","High school","Married","42","No"
"24813","24814","20000","Male","High school","Single","45","No"
"24814","24815","20000","Male","University","Single","47","No"
"24815","24816","350000","Male","University","Single","32","No"
"24816","24817","240000","Male","University","Married","36","No"
"24817","24818","120000","Male","University","Married","37","Yes"
"24818","24819","200000","Male","High school","Married","47","No"
"24819","24820","150000","Male","Graduate school","Single","31","No"
"24820","24821","180000","Male","University","Married","37","No"
"24821","24822","260000","Male","Graduate school","Married","30","No"
"24822","24823","180000","Male","Graduate school","Single","31","No"
"24823","24824","130000","Male","Graduate school","Married","31","No"
"24824","24825","250000","Male","Graduate school","Single","34","No"
"24825","24826","460000","Male","others","Married","35","No"
"24826","24827","40000","Male","Graduate school","Married","35","No"
"24827","24828","20000","Male","University","Married","36","Yes"
"24828","24829","310000","Male","University","Married","41","No"
"24829","24830","90000","Male","University","Married","40","No"
"24830","24831","20000","Male","High school","Single","43","No"
"24831","24832","270000","Male","University","Married","39","No"
"24832","24833","170000","Male","High school","Married","45","No"
"24833","24834","300000","Male","University","Married","41","No"
"24834","24835","350000","Male","Graduate school","Single","30","Yes"
"24835","24836","360000","Male","Graduate school","Married","39","No"
"24836","24837","260000","Male","University","Married","37","No"
"24837","24838","100000","Male","Graduate school","Single","28","No"
"24838","24839","200000","Male","Graduate school","Single","28","No"
"24839","24840","30000","Male","University","Single","38","No"
"24840","24841","160000","Male","Graduate school","Single","46","No"
"24841","24842","370000","Male","University","Single","36","No"
"24842","24843","380000","Male","University","Married","43","No"
"24843","24844","210000","Male","High school","Single","37","No"
"24844","24845","90000","Male","University","Single","44","No"
"24845","24846","210000","Male","University","Married","42","No"
"24846","24847","120000","Male","Graduate school","Single","30","Yes"
"24847","24848","500000","Male","Graduate school","Married","46","No"
"24848","24849","390000","Male","University","Married","48","No"
"24849","24850","310000","Male","Graduate school","Single","32","No"
"24850","24851","280000","Male","Graduate school","Married","32","No"
"24851","24852","200000","Male","Graduate school","Married","41","No"
"24852","24853","50000","Male","University","Married","38","No"
